time_category,is_weekend,is_payday,caption_length,hashtag_count,is_question,is_hard_selling,has_cta,type_encoded,is_success
0,0,0,847,30,0,1,1,0,0
3,0,0,554,0,0,1,0,1,0
0,1,0,865,27,0,1,1,0,0
3,0,0,784,27,0,1,1,0,0
0,0,0,608,22,0,0,1,1,0
3,0,0,794,19,0,1,1,0,0
3,0,1,583,14,0,1,1,0,0
2,1,0,231,6,0,1,0,0,0
3,0,0,782,19,1,1,1,1,0
3,0,1,778,19,0,1,1,1,0
3,1,1,188,6,0,1,0,1,0
3,1,0,767,21,0,1,1,0,0
0,0,1,1079,22,0,1,1,0,0
2,1,0,236,6,0,1,0,1,0
2,1,0,235,6,0,1,0,1,0
2,1,0,229,6,0,1,0,1,0
2,1,0,233,6,0,1,0,0,0
2,1,0,229,6,0,1,0,1,0
2,1,0,190,6,0,1,0,1,0
2,1,0,189,6,0,1,0,1,0
2,1,0,189,6,0,1,0,1,0
2,1,0,182,6,0,1,0,1,0
0,1,1,486,8,0,0,1,0,0
0,1,1,217,6,0,1,0,0,0
3,1,1,948,28,0,1,1,1,0
3,0,1,1026,56,0,1,1,1,0
3,1,1,542,18,0,0,1,0,0
3,1,1,958,28,0,1,1,1,0
0,0,1,501,16,0,0,1,1,0
3,0,1,915,28,0,1,1,1,0
3,0,1,947,28,0,1,1,1,0
3,0,1,471,10,0,1,1,1,0
3,0,0,994,30,0,1,1,1,1
0,1,0,989,30,1,1,1,1,1
3,0,0,282,5,0,1,1,0,1
0,0,0,975,30,0,1,1,1,1
3,1,0,51,4,0,0,0,1,1
0,1,0,947,28,0,1,1,1,1
3,0,0,259,5,0,1,1,0,1
3,1,0,1749,20,0,0,1,1,1
3,0,0,176,5,0,1,1,0,1
3,0,0,237,5,0,1,1,0,1
3,0,0,237,5,0,1,1,0,1
3,0,0,245,5,0,1,1,0,1
3,1,0,537,17,0,0,1,1,1
3,0,0,174,5,0,1,1,0,1
3,0,0,174,5,0,1,1,0,1
3,0,0,372,5,0,1,1,0,1
1,0,1,1116,29,0,1,1,1,1
1,0,1,471,10,0,1,1,1,1
0,0,0,446,13,0,0,1,0,1
1,0,1,386,0,0,0,1,1,1
1,0,1,940,28,0,1,1,1,1
0,0,1,539,13,0,1,1,1,1
1,0,1,492,10,0,1,1,1,1
1,0,1,446,13,0,0,1,0,1
3,0,0,1012,30,0,1,1,1,0
0,0,1,994,30,0,1,1,1,0
0,0,0,494,6,1,1,0,0,0
3,1,1,972,27,0,1,1,1,1
0,0,1,994,30,0,1,1,1,0
0,0,1,579,18,0,1,1,1,1
3,0,0,972,30,0,1,1,1,0
3,0,0,1219,11,0,1,1,0,0
3,1,0,1016,30,0,1,1,1,0
3,0,0,1017,30,0,1,1,1,0
0,1,0,1013,30,0,1,1,1,0
1,1,0,320,1,0,0,1,0,0
3,0,0,1020,30,0,1,1,0,0
3,0,0,1012,30,0,1,1,1,0
0,0,0,957,30,0,1,1,1,0
3,1,0,1002,30,0,1,1,1,0
3,0,1,559,16,0,1,1,1,0
3,0,1,104,0,0,0,0,1,0
3,0,1,956,28,0,1,1,1,0
0,0,1,572,18,0,1,1,1,0
3,0,1,1002,30,0,1,1,1,0
3,0,1,580,18,0,1,1,1,0
3,0,1,579,18,0,1,1,1,0
3,0,1,104,0,0,0,0,1,0
3,1,1,550,16,0,1,1,1,0
3,0,1,986,30,0,1,1,1,0
3,0,0,529,11,0,1,1,1,0
0,0,1,572,18,0,1,1,1,0
0,0,1,1009,27,0,1,1,1,0
3,1,1,557,16,0,1,1,1,0
3,1,1,942,30,0,1,1,1,0
3,0,0,966,30,0,1,1,1,0
3,0,0,942,30,0,1,1,1,0
1,0,0,1416,9,0,1,1,0,0
3,0,0,955,29,0,1,1,1,0
0,0,0,1097,11,0,1,1,0,0
3,0,0,1352,14,0,1,1,0,0
1,0,0,468,6,0,0,1,0,0
0,0,1,971,30,0,1,1,1,0
3,0,0,75,0,0,0,0,1,0
3,0,1,954,28,0,1,1,1,0
0,0,1,938,28,0,1,1,1,0
3,0,1,977,30,0,1,1,1,1
3,0,1,551,11,0,1,1,1,1
3,1,1,940,28,0,1,1,1,1
3,0,1,530,11,0,1,1,1,0
3,0,1,938,28,0,1,1,1,1
3,0,1,947,28,0,1,1,1,1
3,0,0,953,30,0,1,1,1,1
3,0,0,961,30,0,1,1,1,1
3,1,0,942,30,0,1,1,1,1
0,0,0,1107,7,0,1,1,0,1
1,0,0,949,28,0,1,1,1,1
3,0,0,952,30,0,1,1,1,1
3,0,1,1356,14,0,1,1,0,1
3,0,0,843,30,0,1,1,1,1
0,0,0,575,12,0,1,1,1,1
1,0,0,1035,30,0,1,1,1,1
3,1,0,946,30,0,1,1,1,1
0,0,0,1295,13,1,1,1,1,1
3,1,0,1455,18,1,1,1,0,1
1,0,0,537,12,0,1,1,1,1
0,0,0,1391,15,1,1,1,0,1
3,1,0,634,13,0,1,1,1,1
0,1,1,968,28,0,1,1,1,0
3,0,0,954,28,0,1,1,1,0
3,0,0,1180,30,0,1,1,1,0
0,1,1,508,13,0,0,1,0,0
0,0,1,939,30,0,1,0,1,1
3,1,0,954,28,0,1,1,1,0
1,0,1,954,28,0,1,1,1,1
3,1,0,488,13,0,0,1,1,0
1,1,0,943,30,0,1,1,1,0
2,0,0,954,28,0,1,1,1,0
3,0,0,970,29,0,1,1,1,0
3,0,0,953,30,0,1,1,1,0
3,0,0,563,16,0,1,1,1,0
3,0,0,1275,30,1,1,1,1,0
1,1,0,953,30,0,1,1,1,0
0,0,0,1385,23,1,1,1,0,0
3,0,0,563,16,0,1,1,1,0
1,1,0,512,10,0,1,1,1,0
1,1,0,966,30,0,1,1,1,0
3,0,0,999,29,0,1,1,1,0
3,0,0,489,10,0,1,1,1,0
3,0,0,495,10,0,1,1,1,0
3,0,0,537,11,0,1,1,1,0
3,0,0,961,30,0,1,1,1,0
1,0,1,1146,30,0,1,1,1,0
3,0,1,630,16,0,1,1,1,0
3,0,0,482,10,0,1,1,1,0
3,0,1,535,16,0,1,1,1,0
3,0,1,1308,30,0,1,1,1,0
3,0,1,563,16,0,1,1,1,0
3,0,1,612,16,0,1,1,1,0
3,0,1,567,14,0,1,1,1,0
0,1,0,967,29,0,1,1,1,0
3,1,1,967,30,0,1,1,1,0
3,0,1,564,16,0,1,1,1,0
3,0,0,969,29,0,1,1,1,0
3,1,0,1178,30,0,1,1,1,0
1,1,1,1605,17,0,1,1,0,0
0,0,1,1690,21,0,1,1,0,0
0,0,1,546,11,0,1,1,1,0
3,1,0,501,13,0,0,1,1,0
0,1,0,1166,30,0,1,1,1,0
1,1,0,513,10,1,1,1,1,0
3,1,0,482,10,0,1,1,1,0
3,0,0,538,11,0,1,1,1,0
3,0,0,969,30,0,1,1,1,0
3,0,0,947,30,0,1,1,1,0
3,1,0,967,30,0,1,1,1,0
3,0,0,970,30,0,1,1,1,0
3,0,0,726,7,0,1,1,0,0
3,0,0,721,7,0,1,1,1,0
3,0,0,511,2,1,0,1,1,0
2,0,1,961,30,0,1,1,1,0
3,0,0,249,11,0,1,0,0,0
3,0,0,721,7,0,1,1,0,0
0,1,0,1754,21,0,1,1,0,0
0,0,0,270,8,0,1,1,1,0
0,1,0,941,30,0,1,1,1,0
0,0,0,273,8,0,1,1,1,0
0,1,0,936,30,0,1,1,1,0
1,0,0,960,30,0,1,1,1,0
0,1,0,960,30,0,1,1,1,0
3,0,1,961,30,0,1,1,1,0
3,0,1,936,30,0,1,1,1,0
1,0,0,970,30,0,1,1,1,0
1,0,0,955,30,0,1,1,1,0
3,0,0,541,13,0,1,1,1,0
1,0,0,958,30,0,1,1,1,0
1,0,0,574,13,0,1,1,1,0
0,0,0,955,30,0,1,1,1,0
0,0,0,479,14,0,0,1,0,0
1,0,0,1011,30,0,1,1,1,0
0,1,1,976,30,0,1,1,1,0
2,0,0,524,13,0,1,1,1,0
3,0,1,469,10,0,1,1,1,0
3,1,1,1224,30,1,1,1,1,0
0,0,0,567,6,0,1,1,0,0
0,0,1,955,30,0,1,1,1,0
0,0,0,592,16,0,1,1,1,0
1,0,1,968,30,0,1,1,1,0
1,0,0,505,10,0,1,1,1,0
3,1,1,965,30,0,1,1,1,0
3,0,0,1246,30,0,1,1,1,0
3,0,0,495,10,0,1,1,1,0
3,0,0,969,29,0,1,1,1,0
3,1,0,470,10,0,1,1,1,0
3,1,0,1268,30,0,1,1,1,0
3,0,0,1149,30,0,1,1,1,0
0,0,0,551,10,0,1,1,1,0
0,0,0,1231,30,0,1,1,1,0
3,0,0,568,14,0,1,1,0,0
3,0,0,1234,30,1,1,1,1,0
3,0,0,482,10,0,1,1,1,0
3,0,0,1265,30,0,1,1,1,0
3,0,0,482,10,0,1,1,1,0
3,0,0,505,10,0,1,1,1,0
3,0,0,1241,30,0,1,1,1,0
3,0,0,1219,30,0,1,1,1,0
3,0,0,552,13,0,1,1,1,0
3,0,0,946,29,0,1,1,1,0
3,1,0,983,30,0,1,1,1,0
3,1,0,970,30,0,1,1,1,0
3,1,0,1046,30,1,1,1,1,0
3,0,0,505,10,0,1,1,1,0
0,1,0,1029,30,1,1,1,1,0
3,0,0,512,10,0,1,1,1,0
3,0,1,553,12,0,1,1,1,0
3,0,1,534,12,0,1,1,1,0
3,0,1,531,11,0,1,1,1,0
3,0,1,531,11,0,1,1,1,0
0,1,1,527,11,0,1,1,1,0
3,1,1,968,30,0,1,1,1,0
3,1,1,977,30,0,1,1,1,0
3,0,1,530,11,0,1,1,1,0
3,1,1,949,29,0,1,1,1,1
3,0,1,948,29,0,1,1,1,1
3,0,1,951,30,0,1,1,1,1
3,0,1,957,29,0,1,1,1,1
3,1,1,956,29,0,1,1,1,1
3,0,1,962,30,0,1,1,1,1
3,0,1,975,31,0,1,1,1,1
3,1,1,973,31,0,1,1,1,1
0,1,0,635,16,0,1,1,1,1
1,0,0,823,17,0,1,1,1,1
3,1,0,525,11,0,1,1,1,1
3,0,0,127,1,0,0,1,1,1
3,1,0,831,18,1,1,1,1,1
3,0,0,599,12,0,1,1,1,1
3,0,0,991,30,0,1,1,1,1
3,0,0,736,17,0,1,1,1,1
3,0,1,655,16,0,1,1,1,1
2,0,1,683,16,0,1,1,1,1
0,1,0,635,17,0,1,1,1,1
0,1,1,752,16,0,1,1,1,0
3,1,1,667,17,0,1,1,1,0
0,0,1,747,17,1,1,1,1,1
3,1,0,747,17,1,1,1,1,1
3,0,1,706,17,0,1,1,1,1
0,0,1,852,16,0,1,1,1,0
1,1,1,1325,24,0,1,1,1,0
1,0,1,176,5,0,0,1,1,0
1,1,1,1322,24,0,1,1,1,0
1,1,1,1221,24,0,1,1,1,0
3,0,1,720,16,0,1,1,1,0
1,1,1,1325,24,0,1,1,1,0
3,1,1,536,0,0,1,1,1,0
1,0,1,872,30,0,1,1,1,0
0,0,0,1344,24,0,1,1,1,0
3,0,0,1254,24,0,1,1,1,0
3,0,0,1254,24,0,1,1,1,0
1,0,0,876,30,0,1,1,1,0
0,0,1,746,18,0,1,1,1,0
1,1,0,1313,24,0,1,1,1,0
1,1,0,1285,24,0,1,1,1,0
0,0,0,1285,24,0,1,1,1,0
1,0,0,1374,24,0,1,1,1,0
0,0,0,1394,24,0,1,1,1,0
0,0,0,1363,24,0,1,1,1,0
0,0,0,1284,24,0,1,1,1,0
0,0,0,1282,24,0,1,1,1,0
3,0,0,1485,24,0,1,1,1,0
0,0,0,1235,24,0,1,1,1,0
3,0,0,1328,24,0,1,1,1,0
3,0,0,1327,24,0,1,1,1,0
3,0,0,1295,24,0,1,1,1,0
0,0,0,1380,24,0,1,1,1,0
3,0,0,1334,24,0,1,1,1,0
3,0,0,1272,24,0,1,1,1,0
3,0,0,1276,24,0,1,1,1,0
3,0,0,1329,24,0,1,1,1,0
3,0,0,967,30,0,1,1,1,0
3,1,0,1002,30,0,1,1,1,0
3,0,0,1463,24,0,1,1,1,0
3,0,0,1351,24,0,1,1,1,0
3,0,0,980,30,0,1,1,1,0
3,0,0,485,10,0,1,1,1,0
0,1,0,1358,24,0,1,1,1,0
3,1,0,1306,24,0,1,1,1,0
3,0,0,975,30,0,1,1,0,0
3,0,0,980,30,0,1,1,1,0
3,0,0,960,30,0,1,1,1,0
3,0,0,980,30,0,1,1,1,0
3,0,0,973,30,0,1,1,1,0
3,0,0,972,30,0,1,1,1,0
3,0,1,976,30,0,1,1,0,0
3,0,1,973,30,0,1,1,0,0
3,0,1,964,30,0,1,1,0,0
3,1,1,987,30,0,1,1,0,0
3,1,1,991,30,0,1,1,0,0
3,1,1,962,30,0,1,1,0,0
3,1,1,968,30,0,1,1,0,0
3,0,1,975,30,0,1,1,0,0
3,1,1,972,30,0,1,1,1,0
3,0,1,972,30,0,1,1,0,0
3,0,1,504,10,0,1,1,1,0
3,1,1,485,10,0,1,1,1,0
3,0,1,990,30,0,1,1,1,0
3,1,0,997,30,0,1,1,1,0
3,0,1,987,30,0,1,1,1,0
3,0,1,972,30,0,1,1,1,0
3,0,1,965,30,0,1,1,1,0
0,0,0,604,1,0,0,1,1,0
3,0,0,997,30,0,1,1,1,0
3,0,0,989,30,0,1,1,1,0
3,0,0,977,30,0,1,1,1,0
3,0,0,682,7,0,1,1,1,0
3,0,0,978,30,0,1,1,1,0
3,0,0,487,10,0,1,1,1,0
3,0,0,977,30,0,1,1,1,0
3,1,0,978,30,0,1,1,1,0
1,0,0,982,30,0,1,1,1,0
3,0,0,690,7,0,1,1,1,0
3,0,0,975,30,0,1,1,1,0
3,0,0,686,7,0,1,1,1,0
1,0,0,987,30,0,1,1,1,0
3,1,0,973,30,0,1,1,0,0
3,0,0,982,30,0,1,1,1,0
1,0,0,1026,30,0,1,1,1,0
2,0,0,1020,29,0,1,1,1,0
3,0,0,959,30,0,1,1,1,0
3,0,0,482,10,0,1,1,1,0
2,0,0,983,30,0,1,1,1,0
3,0,0,1020,30,0,1,1,1,0
3,0,0,995,30,0,1,1,1,0
0,0,0,1020,29,0,1,1,1,0
3,0,0,351,0,1,0,1,0,0
3,0,0,675,7,0,1,1,1,0
1,0,1,731,0,0,1,0,1,0
2,0,0,1111,30,0,1,1,1,0
2,0,0,1335,30,1,1,1,1,0
3,0,1,990,30,0,1,1,1,0
2,0,0,695,7,0,1,1,1,0
2,0,0,703,7,0,1,1,1,0
3,0,1,983,30,0,1,1,1,0
3,0,1,968,30,0,1,1,0,0
0,1,1,340,0,0,0,0,0,0
3,0,1,934,24,0,1,1,0,0
0,1,1,1112,30,0,1,1,1,0
0,0,1,1588,15,0,1,1,0,0
3,0,1,1052,9,0,1,1,0,0
3,0,1,988,30,0,1,1,0,0
3,0,0,482,10,0,1,1,1,0
0,0,0,158,7,0,0,0,0,0
3,0,0,998,30,0,1,1,1,0
3,0,0,504,10,0,1,1,1,0
3,1,0,995,30,0,1,1,1,0
3,0,0,988,30,0,1,1,1,0
3,1,0,267,7,0,0,1,0,0
3,0,0,995,30,0,1,1,1,0
3,1,0,778,32,0,1,1,1,0
0,0,0,977,30,0,1,1,1,0
3,1,0,803,30,0,1,1,1,0
3,1,0,997,30,0,1,1,1,0
3,0,0,489,10,0,1,1,1,0
3,0,0,800,31,0,1,1,1,0
3,0,0,504,10,0,1,1,1,0
3,0,1,97,3,0,0,0,0,0
3,0,1,1526,13,0,1,1,0,0
3,0,1,992,30,0,1,1,0,1
3,1,0,997,30,0,1,1,1,1
0,0,0,758,32,0,1,1,1,1
3,0,1,1467,12,0,1,1,0,1
1,1,0,965,30,0,1,1,1,1
1,0,1,995,30,0,1,1,0,1
3,0,0,969,29,0,1,1,1,1
3,0,0,972,30,0,1,1,1,1
3,0,0,992,30,0,1,1,1,1
3,0,0,992,30,0,1,1,1,1
3,0,0,965,29,0,1,1,1,1
3,0,0,997,30,0,1,1,0,1
3,0,0,995,30,0,1,1,0,1
3,0,0,982,30,0,1,1,1,1
3,0,0,988,30,0,1,1,1,1
3,0,0,849,31,0,1,1,1,1
3,0,0,965,30,0,1,1,1,0
3,0,1,995,30,0,1,1,0,0
1,0,1,369,14,0,0,1,0,1
3,0,0,964,30,0,1,1,1,0
3,0,1,977,30,0,1,1,1,0
3,0,1,285,7,0,0,0,0,0
0,1,1,310,12,0,0,1,0,1
1,0,1,428,8,0,1,1,0,0
3,0,0,839,30,0,1,1,1,0
3,0,0,813,30,0,1,1,1,0
3,0,0,977,30,0,1,1,1,0
3,0,0,969,30,0,1,1,1,0
0,0,0,779,30,0,1,1,1,0
3,0,0,991,29,0,1,1,0,0
3,0,0,964,30,0,1,1,1,0
3,0,0,964,30,0,1,1,1,0
3,0,1,493,10,0,1,1,1,0
3,0,0,992,30,0,1,1,1,0
0,1,1,960,29,0,1,1,1,0
3,0,0,972,30,0,1,1,1,0
0,0,0,969,30,0,1,1,1,0
3,0,0,810,30,0,1,1,1,0
0,0,1,1425,21,0,1,1,0,0
0,0,0,139,8,0,0,0,0,0
0,0,0,365,10,1,0,0,0,0
1,1,0,316,9,0,0,0,1,0
3,1,1,932,28,0,1,1,1,0
3,0,1,974,30,0,1,1,1,0
1,1,0,224,8,0,0,0,1,0
0,0,0,974,30,0,1,1,0,0
1,1,0,986,30,0,1,1,1,0
3,0,0,482,10,0,1,1,1,0
0,0,1,992,30,0,1,1,1,1
0,0,1,1696,21,1,1,1,0,1
1,1,0,344,3,0,0,0,1,0
1,0,0,975,30,0,1,1,1,0
1,0,1,984,30,0,1,1,1,0
3,1,0,992,30,0,1,1,1,0
3,1,0,1911,23,1,1,1,0,0
3,0,0,961,30,0,1,1,1,0
1,0,0,112,0,0,0,0,1,1
3,1,0,813,30,0,1,1,1,1
3,0,0,992,30,0,1,1,1,1
3,0,1,968,30,0,1,1,1,1
2,0,0,978,30,0,1,1,1,1
3,0,0,480,10,0,1,1,1,1
1,1,0,978,30,0,1,1,1,1
1,0,1,1861,24,0,1,1,0,1
3,1,1,969,30,0,1,1,1,1
0,1,1,759,30,0,1,1,1,1
3,0,1,992,30,0,1,1,1,1
3,1,1,950,30,0,1,1,1,1
3,0,0,968,30,0,1,1,1,1
0,1,0,81,0,0,0,0,1,1
1,0,0,182,5,0,0,0,1,1
3,0,1,817,30,0,1,1,1,0
3,0,0,476,10,0,1,1,1,0
3,0,0,969,30,0,1,1,1,0
3,0,0,391,5,0,1,0,1,0
0,0,0,1100,30,0,1,1,0,0
0,0,1,560,22,0,0,0,1,0
3,0,0,978,30,0,1,1,1,0
0,0,0,482,10,0,1,1,1,0
0,1,0,1001,30,0,1,1,1,0
1,1,1,876,7,0,0,0,0,0
1,0,0,981,30,0,1,1,1,0
1,1,0,356,0,0,0,0,1,0
3,1,0,473,23,0,1,0,1,0
0,0,0,803,30,0,1,1,1,0
3,0,0,969,30,0,1,1,1,0
1,0,1,849,31,0,1,1,1,0
1,1,1,590,23,0,1,0,1,0
0,0,1,555,25,0,1,0,1,0
2,0,1,849,31,0,1,1,1,0
1,1,1,712,23,0,1,0,0,0
3,0,1,1037,31,0,1,1,1,0
1,1,1,1877,23,0,1,1,0,0
0,0,1,1890,21,0,1,1,0,0
1,0,0,824,30,0,1,1,1,0
0,0,1,1802,21,0,1,1,1,0
1,1,0,1372,20,0,1,1,1,0
3,1,0,119,0,0,0,0,0,0
3,0,0,817,30,0,1,1,1,0
2,1,0,992,30,0,1,1,1,0
1,0,0,871,31,0,1,1,1,0
1,0,0,835,31,0,1,1,1,0
1,1,0,907,5,0,0,1,1,0
1,0,0,969,30,0,1,1,1,0
0,0,0,1037,31,0,1,1,1,0
0,1,0,969,30,0,1,1,1,0
1,1,0,991,30,0,1,1,1,0
3,1,0,821,30,0,1,1,1,0
3,0,0,992,30,0,1,1,1,0
3,1,0,1741,21,0,1,1,0,0
0,0,0,988,30,0,1,1,1,0
3,1,1,807,30,0,1,1,1,0
2,0,1,992,30,0,1,1,1,0
2,1,1,981,30,0,1,1,1,0
3,0,1,814,30,0,1,1,1,1
0,0,0,907,5,0,0,1,0,0
3,1,1,848,31,0,1,1,1,0
3,1,1,799,30,0,1,1,1,0
2,0,1,1006,29,0,1,1,1,1
0,0,0,961,30,0,1,1,1,1
3,1,0,969,30,0,1,1,1,1
0,0,0,1013,30,0,1,1,1,1
0,0,0,1001,30,0,1,1,1,1
0,1,1,973,30,0,1,1,1,0
0,1,1,902,30,0,1,1,1,1
1,1,0,803,30,0,1,1,1,1
2,0,0,760,30,0,1,1,1,0
1,0,0,961,30,0,1,1,1,1
0,0,0,802,30,0,1,1,1,0
1,0,0,974,30,0,1,1,1,0
1,0,0,992,30,0,1,1,1,0
2,0,0,766,30,0,1,1,1,1
3,0,0,1013,30,0,1,1,1,0
0,0,0,961,30,0,1,1,1,1
0,0,0,974,30,0,1,1,1,1
0,0,0,818,30,0,1,1,1,1
3,0,0,975,30,0,1,1,1,1
3,0,0,814,30,0,1,1,1,0
0,0,0,978,30,0,1,1,1,1
3,0,0,1023,30,0,1,1,1,0
0,1,0,838,30,0,1,1,1,1
2,1,0,961,30,0,1,1,1,1
1,0,0,1003,21,1,1,0,1,1
0,0,0,800,30,0,1,1,1,1
2,0,0,526,0,1,1,1,1,1
0,1,0,961,30,0,1,1,1,1
0,1,0,28,0,0,0,0,1,1
0,1,0,817,30,0,1,1,1,0
2,1,0,832,31,0,1,1,1,1
0,1,1,817,30,0,1,1,1,1
2,1,0,917,31,0,1,1,1,1
2,0,1,824,30,0,1,1,1,1
0,1,1,918,30,0,1,1,1,1
0,1,1,996,30,0,1,1,1,1
2,1,0,864,21,0,1,0,0,1
3,1,0,1001,30,0,1,1,1,1
1,0,0,803,30,0,1,1,1,0
3,0,1,817,30,0,1,1,1,1
3,0,1,1454,22,1,1,1,0,1
0,1,1,1001,30,0,1,1,1,1
1,0,0,803,30,0,1,1,1,0
2,0,1,1365,20,0,1,1,1,0
2,0,1,1539,20,0,1,1,1,0
